seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	91803720	91803869	150	*	X166481	169200	91634223	91803859	169637	-	0	overlapStart	0	TMEM64
chr8	91803885	91804064	180	*	X166482	64168	91803921	91971630	167710	+	0	overlapStart	0	NECAB1
chr8	91803885	91804064	180	*	X166482	169200	91634223	91803859	169637	-	25	upstream	25	TMEM64
chr8	91804500	91804702	203	*	X166483	169200	91634223	91803859	169637	-	640	upstream	640	TMEM64
chr8	94713025	94713129	105	*	X166498	137392	94712773	94740671	27899	+	0	inside	251	CIBAR1
chr8	94713025	94713129	105	*	X166498	642924	94358695	94712661	353967	-	363	upstream	363	LINC00535
chr8	94713953	94713954	2	*	X166499	642924	94358695	94712661	353967	-	1291	upstream	1291	LINC00535
chr8	94929979	94930052	74	*	X166513	100616169	94928250	94928347	98	-	1631	upstream	1631	MIR378D2
chr8	95229422	95229771	350	*	X166547	1015	95139394	95229531	90138	-	0	overlapStart	0	CDH17
chr8	95651314	95651463	150	*	X166578	54845	95653364	95719694	66331	+	1900	upstream	1900	ESRP1
chr8	95651314	95651463	150	*	X166578	100288748	95649513	95651695	2183	-	0	inside	231	LINC02894
chr8	95651629	95651778	150	*	X166579	54845	95653364	95719694	66331	+	1585	upstream	1585	ESRP1
chr8	95651629	95651778	150	*	X166579	100288748	95649513	95651695	2183	-	0	overlapStart	0	LINC02894
chr8	95652528	95652692	165	*	X166580	54845	95653364	95719694	66331	+	671	upstream	671	ESRP1
chr8	95652528	95652692	165	*	X166580	100288748	95649513	95651695	2183	-	832	upstream	832	LINC02894
chr8	95652778	95653013	236	*	X166581	54845	95653364	95719694	66331	+	350	upstream	350	ESRP1
chr8	95652778	95653013	236	*	X166581	100288748	95649513	95651695	2183	-	1082	upstream	1082	LINC02894
chr8	95653117	95653122	6	*	X166582	54845	95653364	95719694	66331	+	241	upstream	241	ESRP1
chr8	95653117	95653122	6	*	X166582	100288748	95649513	95651695	2183	-	1421	upstream	1421	LINC02894
chr8	95653158	95653557	400	*	X166583	54845	95653364	95719694	66331	+	0	overlapStart	0	ESRP1
chr8	95653158	95653557	400	*	X166583	100288748	95649513	95651695	2183	-	1462	upstream	1462	LINC02894
chr8	97172987	97173033	47	*	X166648	392255	97154558	97173020	18463	-	0	overlapStart	0	GDF6
chr8	97173368	97173571	204	*	X166649	392255	97154558	97173020	18463	-	347	upstream	347	GDF6
chr8	97173662	97174201	540	*	X166650	392255	97154558	97173020	18463	-	641	upstream	641	GDF6
chr8	97174382	97174501	120	*	X166651	392255	97154558	97173020	18463	-	1361	upstream	1361	GDF6
chr8	97174952	97175000	49	*	X166652	392255	97154558	97173020	18463	-	1931	upstream	1931	GDF6
chr8	97505909	97506058	150	*	X166671	6383	97505882	97624037	118156	+	0	inside	26	SDC2
chr8	98289754	98289918	165	*	X166697	85453	98285714	98290176	4463	-	0	inside	257	TSPYL5
chr8	98880665	98880799	135	*	X166721	4147	98881311	99048946	167636	+	511	upstream	511	MATN2
chr8	98880845	98881227	383	*	X166722	4147	98881311	99048946	167636	+	83	upstream	83	MATN2
chr8	98881505	98881849	345	*	X166723	4147	98881311	99048946	167636	+	0	inside	193	MATN2
chr8	99076403	99076762	360	*	X166785	203111	99076750	99105838	29089	+	0	overlapStart	0	ERICH5
chr8	99076966	99077100	135	*	X166786	203111	99076750	99105838	29089	+	0	inside	215	ERICH5
chr8	99437264	99437383	120	*	X166826	3788	99439250	99443023	3774	+	1866	upstream	1866	KCNS2
chr8	99437459	99437578	120	*	X166827	3788	99439250	99443023	3774	+	1671	upstream	1671	KCNS2
chr8	99438254	99438388	135	*	X166828	3788	99439250	99443023	3774	+	861	upstream	861	KCNS2
chr8	99438614	99438744	131	*	X166829	3788	99439250	99443023	3774	+	505	upstream	505	KCNS2
chr8	101118301	101118435	135	*	X166846	26166	100973276	101118344	145069	-	0	overlapStart	0	RGS22
chr8	101118635	101118739	105	*	X166847	26166	100973276	101118344	145069	-	290	upstream	290	RGS22
chr8	101119460	101119594	135	*	X166848	26166	100973276	101118344	145069	-	1115	upstream	1115	RGS22
chr8	101170159	101170293	135	*	X166852	6674	101170263	101254132	83870	+	0	overlapStart	0	SPAG1
chr8	101170399	101170818	420	*	X166853	6674	101170263	101254132	83870	+	0	inside	135	SPAG1
chr8	101661512	101661691	180	*	X166906	169166	101585112	101661893	76782	-	0	inside	201	SNX31
chr8	101661842	101662021	180	*	X166907	169166	101585112	101661893	76782	-	0	overlapStart	0	SNX31
chr8	102504257	102504391	135	*	X166973	79977	102504668	102681952	177285	+	276	upstream	276	GRHL2
chr8	103135722	103135891	170	*	X167021	100847001	103137660	103137743	84	+	1768	upstream	1768	MIR5680
chr8	103136747	103136771	25	*	X167022	100847001	103137660	103137743	84	+	888	upstream	888	MIR5680
chr8	103136887	103137087	201	*	X167023	100847001	103137660	103137743	84	+	572	upstream	572	MIR5680
chr8	103136887	103137087	201	*	X167023	83988	102698770	103137135	438366	-	0	inside	47	NCALD
chr8	104150801	104150935	135	*	X167066	79870	104152921	104242533	89613	+	1985	upstream	1985	BAALC
chr8	104151506	104151610	105	*	X167067	79870	104152921	104242533	89613	+	1310	upstream	1310	BAALC
chr8	104152029	104152115	87	*	X167068	79870	104152921	104242533	89613	+	805	upstream	805	BAALC
chr8	104152601	104152735	135	*	X167069	79870	104152921	104242533	89613	+	185	upstream	185	BAALC
chr8	104152936	104153170	235	*	X167070	79870	104152921	104242533	89613	+	0	inside	14	BAALC
chr8	104153211	104153500	290	*	X167071	79870	104152921	104242533	89613	+	0	inside	289	BAALC
chr8	104153211	104153500	290	*	X167071	157556	104145191	104153570	8380	-	0	inside	69	BAALC-AS2
chr8	104153511	104153735	225	*	X167072	157556	104145191	104153570	8380	-	0	overlapStart	0	BAALC-AS2
chr8	104153751	104153915	165	*	X167073	157556	104145191	104153570	8380	-	180	upstream	180	BAALC-AS2
chr8	104510873	104511082	210	*	X167087	9699	104512976	105266656	753681	+	1893	upstream	1893	RIMS2
chr8	104511173	104511298	126	*	X167088	9699	104512976	105266656	753681	+	1677	upstream	1677	RIMS2
chr8	105479171	105479303	133	*	X167095	1807	105391652	105479277	87626	-	0	overlapStart	0	DPYS
chr8	105480474	105480623	150	*	X167096	1807	105391652	105479277	87626	-	1196	upstream	1196	DPYS
chr8	107281673	107281807	135	*	X167102	55074	107282406	107764921	482516	+	598	upstream	598	OXR1
chr8	107782176	107782310	135	*	X167111	137735	107771711	107782472	10762	-	0	inside	161	ABRA
chr8	107782491	107782595	105	*	X167112	137735	107771711	107782472	10762	-	18	upstream	18	ABRA
chr8	108510229	108510363	135	*	X167121	284	108261710	108510254	248545	-	0	overlapStart	0	ANGPT1
chr8	110703624	110703728	105	*	X167132	55638	110586405	110704020	117616	-	0	inside	291	SYBU
chr8	110703839	110703988	150	*	X167133	55638	110586405	110704020	117616	-	0	inside	31	SYBU
chr8	110704109	110704243	135	*	X167134	55638	110586405	110704020	117616	-	88	upstream	88	SYBU
chr8	117950307	117950441	135	*	X167146	441376	117950464	117956239	5776	+	22	upstream	22	AARD
chr8	120886164	120886249	86	*	X167154	64798	120885900	121063157	177258	+	0	inside	263	DEPTOR
chr8	121137229	121137345	117	*	X167168	7373	121137347	121384273	246927	+	1	upstream	1	COL14A1
chr8	121137391	121137510	120	*	X167169	7373	121137347	121384273	246927	+	0	inside	43	COL14A1
chr8	123792301	123792420	120	*	X167187	22882	123793901	123986755	192855	+	1480	upstream	1480	ZHX2
chr8	123792496	123792705	210	*	X167188	22882	123793901	123986755	192855	+	1195	upstream	1195	ZHX2
chr8	123793291	123793410	120	*	X167189	22882	123793901	123986755	192855	+	490	upstream	490	ZHX2
chr8	123793546	123793755	210	*	X167190	22882	123793901	123986755	192855	+	145	upstream	145	ZHX2
chr8	123794041	123794280	240	*	X167191	22882	123793901	123986755	192855	+	0	inside	139	ZHX2
chr8	124553280	124553355	76	*	X167309	114907	124510127	124553493	43367	-	0	inside	137	FBXO32
chr8	124553867	124553909	43	*	X167310	114907	124510127	124553493	43367	-	373	upstream	373	FBXO32
chr8	124554941	124555021	81	*	X167311	114907	124510127	124553493	43367	-	1447	upstream	1447	FBXO32
chr8	124664840	124665064	225	*	X167338	340359	124657915	124665190	7276	-	0	inside	125	KLHL38
chr8	124666775	124667014	240	*	X167339	340359	124657915	124665190	7276	-	1584	upstream	1584	KLHL38
chr8	131455517	131455619	103	*	X167541	50807	131064351	131455906	391556	-	0	inside	286	ASAP1
chr8	131455764	131456288	525	*	X167542	50807	131064351	131455906	391556	-	0	overlapStart	0	ASAP1
chr8	131457390	131457629	240	*	X167543	50807	131064351	131455906	391556	-	1483	upstream	1483	ASAP1
chr8	132052597	132052731	135	*	X167582	114	131792547	132052835	260289	-	0	inside	103	ADCY8
chr8	133493583	133493894	312	*	X167598	3786	133133105	133493004	359900	-	578	upstream	578	KCNQ3
chr8	133494314	133494433	120	*	X167599	3786	133133105	133493004	359900	-	1309	upstream	1309	KCNQ3
chr8	133774174	133774308	135	*	X167608	137835	133722192	133772914	50723	-	1259	upstream	1259	TMEM71
chr8	133877040	133877219	180	*	X167613	7038	133879205	134147143	267939	+	1985	upstream	1985	TG
chr8	133878842	133879021	180	*	X167614	7038	133879205	134147143	267939	+	183	upstream	183	TG
chr8	133879110	133879244	135	*	X167615	7038	133879205	134147143	267939	+	0	overlapStart	0	TG
chr8	134115130	134115264	135	*	X167684	6503	134048973	134115310	66338	-	0	inside	45	SLA
chr8	134115325	134115474	150	*	X167685	6503	134048973	134115310	66338	-	14	upstream	14	SLA
chr8	134115509	134115545	37	*	X167686	6503	134048973	134115310	66338	-	198	upstream	198	SLA
chr8	134201909	134202028	120	*	X167706	8840	134203282	134243932	40651	+	1253	upstream	1253	CCN4
chr8	134202074	134202193	120	*	X167707	8840	134203282	134243932	40651	+	1088	upstream	1088	CCN4
chr8	134202509	134202549	41	*	X167708	8840	134203282	134243932	40651	+	732	upstream	732	CCN4
chr8	134203219	134203242	24	*	X167709	8840	134203282	134243932	40651	+	39	upstream	39	CCN4
chr8	134203513	134203647	135	*	X167710	8840	134203282	134243932	40651	+	0	inside	230	CCN4
chr8	134310032	134310196	165	*	X167779	10397	134249414	134309547	60134	-	484	upstream	484	NDRG1
chr8	136468316	136468596	281	*	X167909	10656	136469716	136659848	190133	+	1119	upstream	1119	KHDRBS3
chr8	136468871	136469020	150	*	X167910	10656	136469716	136659848	190133	+	695	upstream	695	KHDRBS3
chr8	136469242	136469331	90	*	X167911	10656	136469716	136659848	190133	+	384	upstream	384	KHDRBS3
chr8	139926772	139926829	58	*	X167959	169044	139600478	139926236	325759	-	535	upstream	535	COL22A1
chr8	139927081	139927140	60	*	X167960	169044	139600478	139926236	325759	-	844	upstream	844	COL22A1
chr8	142138982	142139161	180	*	X168351	22898	142138720	142205906	67187	+	0	inside	261	DENND3
chr8	142377069	142377218	150	*	X168424	2843	142366587	142377365	10779	-	0	inside	146	GPR20
chr8	142377247	142377257	11	*	X168425	2843	142366587	142377365	10779	-	0	inside	107	GPR20
chr8	142377652	142378173	522	*	X168426	2843	142366587	142377365	10779	-	286	upstream	286	GPR20
chr8	142517115	142517174	60	*	X168484	389690	142443929	142517330	73402	-	0	inside	155	MROH5
chr8	142517262	142517379	118	*	X168485	389690	142443929	142517330	73402	-	0	overlapStart	0	MROH5
chr8	142518344	142518384	41	*	X168486	389690	142443929	142517330	73402	-	1013	upstream	1013	MROH5
chr8	142518400	142518774	375	*	X168487	389690	142443929	142517330	73402	-	1069	upstream	1069	MROH5
chr8	142518805	142518944	140	*	X168488	389690	142443929	142517330	73402	-	1474	upstream	1474	MROH5
chr8	143255735	143256019	285	*	X168869	100616268	143257700	143257779	80	+	1680	upstream	1680	MIR4472-1
chr8	143256080	143256197	118	*	X168870	100616268	143257700	143257779	80	+	1502	upstream	1502	MIR4472-1
chr8	143256603	143256733	131	*	X168871	100616268	143257700	143257779	80	+	966	upstream	966	MIR4472-1
chr8	143257175	143257444	270	*	X168872	100616268	143257700	143257779	80	+	255	upstream	255	MIR4472-1
chr8	143257724	143257737	14	*	X168873	100616268	143257700	143257779	80	+	0	inside	23	MIR4472-1
chr8	143279189	143279369	181	*	X168888	619434	143279717	143290364	10648	+	347	upstream	347	LINC00051
chr8	143485807	143485941	135	*	X168950	203062	143293441	143484543	191103	-	1263	upstream	1263	TSNARE1
chr8	143486497	143486691	195	*	X168951	203062	143293441	143484543	191103	-	1953	upstream	1953	TSNARE1
chr8	143544069	143544263	195	*	X169001	575	143545377	143626368	80992	+	1113	upstream	1113	ADGRB1
chr8	143544449	143544583	135	*	X169002	575	143545377	143626368	80992	+	793	upstream	793	ADGRB1
chr8	143544654	143544908	255	*	X169003	575	143545377	143626368	80992	+	468	upstream	468	ADGRB1
chr8	143545184	143545405	222	*	X169004	575	143545377	143626368	80992	+	0	overlapStart	0	ADGRB1
chr8	143695708	143695811	104	*	X169136	23237	143692405	143695833	3429	-	0	inside	21	ARC
chr8	143696919	143697107	189	*	X169137	23237	143692405	143695833	3429	-	1085	upstream	1085	ARC
chr8	143697716	143698015	300	*	X169138	23237	143692405	143695833	3429	-	1882	upstream	1882	ARC
chr8	143833307	143833666	360	*	X169172	137797	143831628	143833952	2325	-	0	inside	285	LYPD2
chr8	143834196	143834296	101	*	X169173	137797	143831628	143833952	2325	-	243	upstream	243	LYPD2
chr8	143834605	143834754	150	*	X169174	137797	143831628	143833952	2325	-	652	upstream	652	LYPD2
chr8	143834770	143834926	157	*	X169175	137797	143831628	143833952	2325	-	817	upstream	817	LYPD2
chr8	143834982	143835241	260	*	X169176	137797	143831628	143833952	2325	-	1029	upstream	1029	LYPD2
chr8	143835295	143835341	47	*	X169177	137797	143831628	143833952	2325	-	1342	upstream	1342	LYPD2
chr8	143868489	143868858	370	*	X169213	8581	143866298	143868008	1711	-	480	upstream	480	LY6D
chr8	143869314	143869478	165	*	X169214	8581	143866298	143868008	1711	-	1305	upstream	1305	LY6D
chr8	143869584	143870168	585	*	X169215	8581	143866298	143868008	1711	-	1575	upstream	1575	LY6D
chr8	143915705	143916034	330	*	X169252	2765	143916217	143928262	12046	+	182	upstream	182	GML
chr8	143916110	143916251	142	*	X169253	2765	143916217	143928262	12046	+	0	overlapStart	0	GML
chr8	143960940	143961074	135	*	X169266	1584	143953773	143961236	7464	-	0	inside	161	CYP11B1
chr8	143998959	143999108	150	*	X169274	1585	143991975	143999259	7285	-	0	inside	150	CYP11B2
chr8	144119248	144119369	122	*	X169316	286122	144120679	144135720	15042	+	1309	upstream	1309	LINC02904
chr8	144119451	144119634	184	*	X169317	286122	144120679	144135720	15042	+	1044	upstream	1044	LINC02904
chr8	145559405	145559689	285	*	X169478	83482	145554454	145559943	5490	-	0	inside	253	SCRT1
chr8	145559873	145560037	165	*	X169479	83482	145554454	145559943	5490	-	0	overlapStart	0	SCRT1
chr8	146051481	146051570	90	*	X169486	7553	146052903	146072894	19992	+	1332	upstream	1332	ZNF7
chr8	146051800	146051826	27	*	X169487	7553	146052903	146072894	19992	+	1076	upstream	1076	ZNF7
chr9	841407	841661	255	*	X169509	1761	841690	969090	127401	+	28	upstream	28	DMRT1
chr9	841960	842079	120	*	X169510	1761	841690	969090	127401	+	0	inside	269	DMRT1
chr9	974937	975056	120	*	X169517	58524	976968	991732	14765	+	1911	upstream	1911	DMRT3
chr9	975522	975641	120	*	X169518	58524	976968	991732	14765	+	1326	upstream	1326	DMRT3
chr9	1050503	1050622	120	*	X169523	10655	1050346	1057554	7209	+	0	inside	156	DMRT2
chr9	2621033	2621182	150	*	X169532	7436	2621793	2654485	32693	+	610	upstream	610	VLDLR
chr9	2623030	2623103	74	*	X169533	401491	2422702	2622373	199672	-	656	upstream	656	VLDLR-AS1
chr9	2623164	2623313	150	*	X169534	401491	2422702	2622373	199672	-	790	upstream	790	VLDLR-AS1
chr9	4299630	4299764	135	*	X169547	169792	3824128	4300035	475908	-	0	inside	270	GLIS3
chr9	4299840	4299919	80	*	X169548	169792	3824128	4300035	475908	-	0	inside	115	GLIS3
chr9	4490343	4490393	51	*	X169550	6505	4490427	4587469	97043	+	33	upstream	33	SLC1A1
chr9	5231333	5231423	91	*	X169559	3641	5231419	5233967	2549	+	0	overlapStart	0	INSL4
chr9	6645724	6645903	180	*	X169581	2731	6532464	6645692	113229	-	31	upstream	31	GLDC
chr9	32782696	32783100	405	*	X169601	401498	32783497	32789199	5703	+	396	upstream	396	TMEM215
chr9	32783221	32783580	360	*	X169602	401498	32783497	32789199	5703	+	0	overlapStart	0	TMEM215
chr9	34566385	34566579	195	*	X169644	415056	34568010	34583070	15061	+	1430	upstream	1430	CNTFR-AS1
chr9	34567146	34567265	120	*	X169645	415056	34568010	34583070	15061	+	744	upstream	744	CNTFR-AS1
chr9	34567945	34568109	165	*	X169646	415056	34568010	34583070	15061	+	0	overlapStart	0	CNTFR-AS1
chr9	34568301	34568420	120	*	X169647	415056	34568010	34583070	15061	+	0	inside	290	CNTFR-AS1
chr9	34590415	34590517	103	*	X169681	1271	34551430	34590138	38709	-	276	upstream	276	CNTFR
chr9	34590621	34590937	317	*	X169682	1271	34551430	34590138	38709	-	482	upstream	482	CNTFR
chr9	34590951	34591055	105	*	X169683	1271	34551430	34590138	38709	-	812	upstream	812	CNTFR
chr9	34591356	34591625	270	*	X169684	1271	34551430	34590138	38709	-	1217	upstream	1217	CNTFR
chr9	34591883	34592317	435	*	X169685	1271	34551430	34590138	38709	-	1744	upstream	1744	CNTFR
chr9	34627566	34627852	287	*	X169694	138715	34621455	34628011	6557	-	0	inside	158	ARID3C
chr9	34628076	34628225	150	*	X169695	138715	34621455	34628011	6557	-	64	upstream	64	ARID3C
chr9	34628316	34628630	315	*	X169696	138715	34621455	34628011	6557	-	304	upstream	304	ARID3C
chr9	34628751	34628945	195	*	X169697	138715	34621455	34628011	6557	-	739	upstream	739	ARID3C
chr9	34629152	34629320	169	*	X169698	138715	34621455	34628011	6557	-	1140	upstream	1140	ARID3C
chr9	34629471	34629590	120	*	X169699	138715	34621455	34628011	6557	-	1459	upstream	1459	ARID3C
chr9	34629938	34630027	90	*	X169700	138715	34621455	34628011	6557	-	1926	upstream	1926	ARID3C
chr9	34838976	34839083	108	*	X169716	389715	34830264	34838583	8320	-	392	upstream	392	FAM205BP
chr9	34957663	34957822	160	*	X169718	23349	34957521	34982541	25021	+	0	inside	141	PHF24
chr9	35870427	35870546	120	*	X169761	392309	35869460	35870398	939	-	28	upstream	28	OR13J1
chr9	36864441	36864665	225	*	X169843	100616278	36864251	36864305	55	-	135	upstream	135	MIR4540
chr9	36864786	36864911	126	*	X169844	100616278	36864251	36864305	55	-	480	upstream	480	MIR4540
chr9	36865053	36865145	93	*	X169845	100616278	36864251	36864305	55	-	747	upstream	747	MIR4540
chr9	36865155	36865304	150	*	X169846	100616278	36864251	36864305	55	-	849	upstream	849	MIR4540
chr9	36865491	36865567	77	*	X169847	100616278	36864251	36864305	55	-	1185	upstream	1185	MIR4540
chr9	36865679	36865739	61	*	X169848	100616278	36864251	36864305	55	-	1373	upstream	1373	MIR4540
chr9	36866136	36866270	135	*	X169849	100616278	36864251	36864305	55	-	1830	upstream	1830	MIR4540
chr9	36894150	36894269	120	*	X169868	100616456	36893459	36893528	70	-	621	upstream	621	MIR4476
chr9	37034477	37034671	195	*	X169930	5079	36838531	37034476	195946	-	0	upstream	0	PAX5
chr9	37034761	37035015	255	*	X169931	5079	36838531	37034476	195946	-	284	upstream	284	PAX5
chr9	37035196	37035345	150	*	X169932	5079	36838531	37034476	195946	-	719	upstream	719	PAX5
chr9	37035371	37035825	455	*	X169933	5079	36838531	37034476	195946	-	894	upstream	894	PAX5
chr9	37035876	37035995	120	*	X169934	5079	36838531	37034476	195946	-	1399	upstream	1399	PAX5
chr9	37036356	37036505	150	*	X169935	5079	36838531	37034476	195946	-	1879	upstream	1879	PAX5
chr9	37648980	37649174	195	*	X169969	22844	37651052	37746901	95850	+	1877	upstream	1877	FRMPD1
chr9	37649450	37649679	230	*	X169970	22844	37651052	37746901	95850	+	1372	upstream	1372	FRMPD1
chr9	37651075	37651224	150	*	X169971	22844	37651052	37746901	95850	+	0	inside	22	FRMPD1
chr9	38621586	38621699	114	*	X170146	253650	38543236	38620360	77125	-	1225	upstream	1225	ANKRD18A
chr9	71939543	71939692	150	*	X170174	9413	71939488	72007370	67883	+	0	inside	54	FAM189A2
chr9	72286489	72287088	600	*	X170213	320	72042449	72287275	244827	-	0	inside	186	APBA1
chr9	72658142	72658318	177	*	X170215	256691	72658497	72841888	183392	+	178	upstream	178	MAMDC2
chr9	72658607	72658756	150	*	X170216	256691	72658497	72841888	183392	+	0	inside	109	MAMDC2
chr9	74061987	74062181	195	*	X170233	80036	73149966	74061820	911855	-	166	upstream	166	TRPM3
chr9	77112373	77112507	135	*	X170250	6096	77112252	77302117	189866	+	0	inside	120	RORB
chr9	78505482	78505661	180	*	X170266	5125	78505560	78977255	471696	+	0	overlapStart	0	PCSK5
chr9	79520703	79520777	75	*	X170295	158471	79226292	79521003	294712	-	0	inside	225	PRUNE2
chr9	79521383	79521652	270	*	X170296	158471	79226292	79521003	294712	-	379	upstream	379	PRUNE2
chr9	79632645	79632779	135	*	X170301	442425	79634571	79635869	1299	+	1791	upstream	1791	FOXB2
chr9	79633227	79633586	360	*	X170302	442425	79634571	79635869	1299	+	984	upstream	984	FOXB2
chr9	79633665	79633814	150	*	X170303	442425	79634571	79635869	1299	+	756	upstream	756	FOXB2
chr9	79634442	79634666	225	*	X170304	442425	79634571	79635869	1299	+	0	overlapStart	0	FOXB2
chr9	80262854	80263078	225	*	X170323	9630	80037995	80263232	225238	-	0	inside	153	GNA14
chr9	80263349	80263498	150	*	X170324	9630	80037995	80263232	225238	-	116	upstream	116	GNA14
chr9	89700170	89700179	10	*	X170383	494127	89698801	89700140	1340	-	29	upstream	29	NFYCP2
chr9	89700956	89701075	120	*	X170384	494127	89698801	89700140	1340	-	815	upstream	815	NFYCP2
chr9	89763661	89763855	195	*	X170386	401535	89763559	89774641	11083	+	0	inside	101	LINC02872
chr9	90457783	90457932	150	*	X170401	1518	90459660	90462339	2680	+	1727	upstream	1727	CTSLP8
chr9	90458164	90458418	255	*	X170402	1518	90459660	90462339	2680	+	1241	upstream	1241	CTSLP8
chr9	90473899	90474018	120	*	X170409	392364	90472958	90473971	1014	-	0	overlapStart	0	LOC392364
chr9	90474799	90474903	105	*	X170410	392364	90472958	90473971	1014	-	827	upstream	827	LOC392364
chr9	91604474	91604538	65	*	X170487	286223	91605778	91611057	5280	+	1239	upstream	1239	C9orf47
chr9	91604474	91604538	65	*	X170487	1903	91606324	91620069	13746	+	1785	upstream	1785	S1PR3
chr9	92114191	92114310	120	*	X170588	10507	91975706	92112888	137183	-	1302	upstream	1302	SEMA4D
chr9	92254723	92254872	150	*	X170613	100129066	92254698	92334674	79977	+	0	inside	24	LOC100129066
chr9	93345902	93346089	188	*	X170644	340515	93224714	93345028	120315	-	873	upstream	873	LINC01501
chr9	93346780	93347004	225	*	X170645	340515	93224714	93345028	120315	-	1751	upstream	1751	LINC01501
chr9	93405062	93405226	165	*	X170649	54769	93372114	93405108	32995	-	0	overlapStart	0	DIRAS2
chr9	95569846	95569980	135	*	X170773	138649	95571893	95650975	79083	+	1912	upstream	1912	ANKRD19P
chr9	95570491	95570610	120	*	X170774	138649	95571893	95650975	79083	+	1282	upstream	1282	ANKRD19P
chr9	95570806	95570940	135	*	X170775	138649	95571893	95650975	79083	+	952	upstream	952	ANKRD19P
chr9	95571055	95571189	135	*	X170776	138649	95571893	95650975	79083	+	703	upstream	703	ANKRD19P
chr9	95571241	95571375	135	*	X170777	138649	95571893	95650975	79083	+	517	upstream	517	ANKRD19P
chr9	95572021	95572314	294	*	X170778	138649	95571893	95650975	79083	+	0	inside	127	ANKRD19P
chr9	95707469	95707603	135	*	X170800	89846	95709601	95798518	88918	+	1997	upstream	1997	FGD3
chr9	95709478	95709672	195	*	X170801	89846	95709601	95798518	88918	+	0	overlapStart	0	FGD3
chr9	95709728	95709867	140	*	X170802	89846	95709601	95798518	88918	+	0	inside	126	FGD3
chr9	95946269	95946404	136	*	X170895	65268	95947212	96082854	135643	+	807	upstream	807	WNK2
chr9	96108697	96109058	362	*	X171024	445577	96080481	96108696	28216	-	0	upstream	0	C9orf129
chr9	96580981	96581074	94	*	X171063	100422927	96581639	96581703	65	+	564	upstream	564	MIR4291
chr9	96717786	96717856	71	*	X171156	56033	96713909	96717608	3700	-	177	upstream	177	BARX1
chr9	96718052	96718337	286	*	X171157	56033	96713909	96717608	3700	-	443	upstream	443	BARX1
chr9	96718562	96718681	120	*	X171158	56033	96713909	96717608	3700	-	953	upstream	953	BARX1
chr9	96718938	96719057	120	*	X171159	56033	96713909	96717608	3700	-	1329	upstream	1329	BARX1
chr9	96719267	96719386	120	*	X171160	56033	96713909	96717608	3700	-	1658	upstream	1658	BARX1
chr9	97357715	97357849	135	*	X171197	8789	97321003	97356075	35073	-	1639	upstream	1639	FBP2
chr9	97402132	97402296	165	*	X171218	2203	97365421	97402531	37111	-	0	inside	234	FBP1
chr9	98827457	98827691	235	*	X171404	158435	98828121	98864194	36074	+	429	upstream	429	LOC158435
chr9	98827947	98828101	155	*	X171405	158435	98828121	98864194	36074	+	19	upstream	19	LOC158435
chr9	98878405	98878539	135	*	X171431	158434	98868943	98878693	9751	-	0	inside	153	LOC158434
chr9	99211805	99211954	150	*	X171487	22927	99212414	99253618	41205	+	459	upstream	459	HABP4
chr9	99823263	99823367	105	*	X171517	1515	99791959	99822167	30209	-	1095	upstream	1095	CTSV
chr9	99823728	99823862	135	*	X171518	1515	99791959	99822167	30209	-	1560	upstream	1560	CTSV
chr9	100158594	100158728	135	*	X171530	286359	100153119	100158973	5855	-	0	inside	244	LOC286359
chr9	100158984	100159133	150	*	X171531	286359	100153119	100158973	5855	-	10	upstream	10	LOC286359
chr9	100614450	100614599	150	*	X171568	2304	100615537	100618997	3461	+	937	upstream	937	FOXE1
chr9	100615020	100615154	135	*	X171569	2304	100615537	100618997	3461	+	382	upstream	382	FOXE1
chr9	101471218	101471592	375	*	X171628	9568	101050364	101471479	421116	-	0	overlapStart	0	GABBR2
chr9	101471860	101472099	240	*	X171629	9568	101050364	101471479	421116	-	380	upstream	380	GABBR2
chr9	101472103	101472222	120	*	X171630	9568	101050364	101471479	421116	-	623	upstream	623	GABBR2
chr9	101472988	101473117	130	*	X171631	9568	101050364	101471479	421116	-	1508	upstream	1508	GABBR2
chr9	101705741	101705845	105	*	X171634	1306	101705995	101833074	127080	+	149	upstream	149	COL15A1
chr9	101705921	101706047	127	*	X171635	1306	101705995	101833074	127080	+	0	overlapStart	0	COL15A1
chr9	101706177	101706265	89	*	X171636	1306	101705995	101833074	127080	+	0	inside	181	COL15A1
chr9	102584427	102584639	213	*	X171687	8013	102584137	102629173	45037	+	0	inside	289	NR4A3
chr9	104500373	104500642	270	*	X171720	116443	104331634	104500862	169229	-	0	inside	219	GRIN3A
chr9	107690243	107690374	132	*	X171754	19	107543284	107690527	147244	-	0	inside	152	ABCA1
chr9	107691720	107691817	98	*	X171755	19	107543284	107690527	147244	-	1192	upstream	1192	ABCA1
chr9	109624603	109624924	322	*	X171774	58499	109625378	109773796	148419	+	453	upstream	453	ZNF462
chr9	109625342	109625487	146	*	X171775	58499	109625378	109773796	148419	+	0	overlapStart	0	ZNF462
chr9	109625578	109625722	145	*	X171776	58499	109625378	109773796	148419	+	0	inside	199	ZNF462
chr9	110252643	110252777	135	*	X171817	9314	110247133	110252047	4915	-	595	upstream	595	KLF4
